	tetracycline_efflux_MFS_transporter_Tet(B)	tetracycline_repressor_protein_class_A(tetR)	tetracycline_efflux_MFS_transporter_Tet(G)	tetracycline_resistance_transcriptional_repressor_TetR(G)	tetracycline_efflux_MFS_transporter_Tet(D)	Group
SichuanCDC_SichuanCDC_SC2022NCS090	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS093	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS094	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS096	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS097	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS100	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS106	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS108	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS110	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS111	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS112	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS113	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS115	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS124	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS049	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS050	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS056	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS059	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS061	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS062	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS063	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS072	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS076	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS082	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS086	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS087	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS090	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS119	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS120	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS125	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS126	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS135	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS143	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH025	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH030	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH047	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH057	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH065	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022SNS008	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022SNS010	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022SNS016	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022SNS024	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022SNS038	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022SNS049	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022SNS055	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022XDQ001	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022XDQ010	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022XDQ013	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2018BZ028	0	1	0	0	0	S
SichuanCDC_SichuanCDC_SM2018LZ011	0	1	0	0	0	S
SichuanCDC_SichuanCDC_SM2018Lz008	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2018YB010	1	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2018YB011	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2018ZY012	0	1	0	0	0	S
SichuanCDC_SichuanCDC_SM2018ZY064	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2018ZY067	1	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2019GA010	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2019QX075	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2019QX083	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2019XD017	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2019XD019	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020DY030	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020DY032	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020DY034	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020DY080	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020DY082	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020DY090	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020DY117	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020DY124	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020LZ020	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020LZ021	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020YA054	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020YB005	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020YB016	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020YB063	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020ZG002	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020ZG048	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020ZY077	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020ZY081	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020ZY104	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2020ZY111	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021BZ081	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021BZ088	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021BZ090	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021BZ103	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021BZ160	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021BZ169	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021BZ175	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021BZ239	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021BZ264	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021GA033	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021GA034	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021GA037	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021GA038	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021GA042	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021GA123	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021GY027	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021GY182	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021GY183	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021GY229	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021LZ011	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021LZ021-2	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021LZ027	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021LZ028	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021LZ033	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021NC005-1	0	1	0	0	0	S
SichuanCDC_SichuanCDC_SM2021NC006-1	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021NC011-1	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021NC011-2	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021NC013-1	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021NC013-2	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021PZH038	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021PZH039	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021PZH040	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021PZH046	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021PZH048	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021PZH049	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021SN115	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021SN117-1	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021SN118-2	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021SN119	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021SN120	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021SN121	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021SN122	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021SN123	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021SN123-2	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021SN130	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021SN184	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021SN197	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021SN199	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021YB045	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021YB148	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021YB162	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021ZG032	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2021ZY185	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022BZ002	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022BZ022	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022BZ084	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022GA045	0	1	0	0	0	S
SichuanCDC_SichuanCDC_SM2022GA059	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022GA060	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022GA066	0	1	0	0	0	S
SichuanCDC_SichuanCDC_SM2022GA101	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022GA104	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022GA105	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022GY067	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022GY078	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022LZ088	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022LZ104-2	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022LZ104-5	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022LZ110	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022MY015	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022MY037	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022NJ003	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022NJ010	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022PZH008	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022PZH011	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022PZH017	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022PZH030	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022PZH035	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022PZH036	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022PZH038	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022PZH047	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022YA031	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022YB034	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022YB036	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022ZY004-1	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022ZY006-1	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022ZY088-1	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022ZY098	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022ZY100-1	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022ZY100-2	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022ZY102	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SM2022ZY114	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2020177	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2020178	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2020179	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021001	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021002	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021004	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021006	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021007	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021008	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021011	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021012	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021013	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021027	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021029	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021030	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021031	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021033	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021034	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021035	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021036	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021037	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021038	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021039	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021040	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021041	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021043	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021044	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021045	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021046	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021047	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021048	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021049	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021050	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021051	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021052	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021054	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021055	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021056	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021057	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021058	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021060	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021061	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021062	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021063	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021065	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021066	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021067	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021068	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021070	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021071	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021072	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021074	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021075	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021076	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021077	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021078	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021080	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021081	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021084	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021085	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021092	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021093	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021094	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021096	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021097	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021098	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021099	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021101	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021102	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021103	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021105	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021108	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021109	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021110	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021111	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021112	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021113	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021114	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021115	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021117	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021118	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021120	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021121	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021128	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021129	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021135	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021136	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021137	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021139	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021140	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021141	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021142	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021143	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021144	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021146	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021147	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021149	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021151	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021152	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021154	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021156	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021157	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021159	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021160	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021161	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021162	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021163	0	0	1	0	0	S
SichuanCDC_SichuanCDC_ZD2021175	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021179	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021180	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021182	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021183	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2021184	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022029	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022031	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022032	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022034	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022035	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022036	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022037	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022038	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022039	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022041	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022042	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022043	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022045	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022046	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022052	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022053	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022054	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022055	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022056	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022057	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022059	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022061	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022063	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022064	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022065	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022066	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022067	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022068	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022071	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022072	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022073	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022074	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022075	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022078	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022079	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022080	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022081	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022084	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022085	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022086	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022089	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022090	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022092	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022093	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022095	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022096	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022100	0	0	0	0	0	S
SichuanCDC_SichuanCDC_ZD2022101	0	0	0	0	0	S
SichuanCDC_SichuanCDC_sc2020585	0	0	0	0	0	S
SichuanCDC_SichuanCDC_sc2020586	0	0	0	0	0	S
SichuanCDC_SichuanCDC_sc2020588	0	0	0	0	0	S
SichuanCDC_SichuanCDC_sc2020591	0	0	0	0	0	S
SichuanCDC_SichuanCDC_sc2021PZH087	0	0	0	0	0	S
SichuanCDC_SichuanCDC_sc2021PZH089	0	0	0	0	0	S
SichuanCDC_SichuanCDC_sc2022PZH001	0	0	0	0	0	S
SichuanCDC_SichuanCDC_sc2022PZH002	0	0	0	0	0	S
SichuanCDC_SichuanCDC_sc2022SNS003	0	0	0	0	0	S
SichuanCDC_SichuanCDC_sc2022SNS007	0	0	0	0	0	S
YunnanCDC_SM-YNBS-SQR-2022-013	0	0	0	0	0	S
YunnanCDC_SM-YNBS-SQR-2022-024	0	0	0	0	0	S
YunnanCDC_SM-YNBS-SQR-2022-027	0	0	0	0	0	S
YunnanCDC_SM-YNBS-SQR-2022-036	0	0	0	0	0	S
YunnanCDC_SM-YNCX-SQR-2022-015	0	0	0	0	0	S
YunnanCDC_SM-YNDL-SQR-2022-013	0	0	0	0	0	S
YunnanCDC_SM-YNDL-SQR-2022-017	0	0	0	0	0	S
YunnanCDC_SM-YNDL-SQR-2022-024	0	0	0	0	0	S
YunnanCDC_SM-YNDL-SQR-2022-028	0	0	0	0	0	S
YunnanCDC_SM-YNDQ-TR-2022-016	0	0	0	0	0	S
YunnanCDC_SM-YNLJ-SQR-2022-003	0	0	0	0	0	S
YunnanCDC_SM-YNLJ-SQR-2022-005	0	0	0	0	0	S
YunnanCDC_SM-YNLJ-SQR-2022-006	0	0	0	0	0	S
YunnanCDC_SM-YNLJ-SQR-2022-013	0	0	0	0	0	S
YunnanCDC_SM-YNLJ-SQR-2022-016	0	0	0	0	0	S
YunnanCDC_SM-YNLJ-SQR-2022-017	0	0	0	0	0	S
YunnanCDC_SM-YNQJ-SQR-2022-001	0	0	0	0	0	S
YunnanCDC_SM-YNQJ-SQR-2022-005	0	0	0	0	0	S
YunnanCDC_SM-YNQJ-SQR-2022-025	0	0	0	0	0	S
YunnanCDC_SM-YNYN-SQR-2022-004	0	0	0	0	0	S
YunnanCDC_SM-YNYN-SQR-2022-012	0	0	0	0	0	S
YunnanCDC_SM-YNYN-SQR-2022-014	0	0	0	0	0	S
YunnanCDC_SM-YNYN-SQR-2022-016	0	0	0	0	0	S
YunnanCDC_SM-YNYN-SQR-2022-017	0	0	0	0	0	S
YunnanCDC_SM-YNYN-SQR-2022-025	0	0	0	0	0	S
YunnanCDC_SM-YNYN-SQR-2022-029-1	0	0	0	0	0	S
YunnanCDC_SM-YNYN-SQR-2022-029-2	0	0	0	0	0	S
YunnanCDC_SM-YNYN-SQR-2022-030	0	0	0	0	0	S
YunnanCDC_SM-YNYN-TR-2022-005	0	0	0	0	0	S
YunnanCDC_SM-YNYN-TR-2022-033	0	0	0	0	0	S
YunnanCDC_SM-YNYX-SQR-2022-002	0	0	0	0	0	S
YunnanCDC_SM-YNYX-SQR-2022-012	0	0	0	0	0	S
YunnanCDC_SM-YNYX-SQR-2022-021	0	0	0	0	0	S
YunnanCDC_SM-YNYX-SQR-2022-028	0	0	0	0	0	S
YunnanCDC_SM-YNYX-SQR-2022-031	0	0	0	0	0	S
YunnanCDC_SM-YNYX-SQR-2022-035	0	0	0	0	0	S
YunnanCDC_SM-YNYX-SQR-2022-038	0	0	0	0	0	S
YunnanCDC_YN087601-2021-00019-XY-01-SM-01	0	0	0	0	0	S
ZD2019006	0	0	0	0	0	S
ZD2019010	0	0	0	0	0	S
