	broad-spectrum_class_A_beta-lactamase_TEM-1	aminoglycoside_N-acetyltransferase_AAC(3)-IVa	SMR_family_transporter(WP_000159237.1)	chloramphenicol/florfenicol_efflux_MFS_transporter_FloR	NAD(+)--rifampin_ADP-ribosyltransferase_Arr-2	extended-spectrum_class_A_beta-lactamase_CTX-M-55	oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-1	class_A_beta-lactamase	extended-spectrum_class_A_beta-lactamase_CTX-M-14	sulfonamide-resistant_dihydropteroate_synthase_Sul1	Group
HenanCDC_SMHALYTZLH3	0	0	0	1	0	0	0	0	0	0	R
HenanCDC_SMHALYTZLH4	0	0	0	1	0	0	0	0	0	0	R
HenanCDC_SMHALYTZLQ1	1	0	0	1	0	1	0	0	0	0	R
HenanCDC_SMHALYTZLQ7	0	0	1	1	0	1	0	0	0	0	R
HenanCDC_SMHALYTZLQ8	0	0	1	1	0	1	0	0	0	0	R
HenanCDC_SMHALYTZLS3	0	0	1	1	0	0	0	0	0	0	R
HenanCDC_SMHALYTZLS4	0	0	1	0	0	0	0	0	0	0	R
HenanCDC_SMHALYTZRS3	1	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMHALYTZRS8	0	1	0	1	0	0	0	0	0	1	R
HenanCDC_SMHALYTZRS9	0	1	0	1	1	1	0	0	0	0	R
HenanCDC_SMHALYTZTM3	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHALYYZSL1	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMHALYYZTR3	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMHALYYZTR4	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMHB20220002-2	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHB20220008	0	0	0	1	0	1	0	0	0	1	R
HenanCDC_SMHB20220010-1	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHB20220010-3	0	1	0	1	0	1	1	0	0	1	R
HenanCDC_SMHB20220011	0	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMHB20220013	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHB20220031-1	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHB20220031-2	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022041-2	0	1	0	1	0	1	1	0	0	1	R
HenanCDC_SMHBRJ2022041-3	0	1	0	1	0	1	1	0	0	1	R
HenanCDC_SMHBRJ2022042	0	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMHBRJ2022048	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022049	1	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMHBRJ2022050	0	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMHBRJ2022051-2	1	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMHBRJ2022053-1	1	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMHBRJ2022053-2	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022054	0	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMHBRJ2022060	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022084-1	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022084-2	1	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMHBRJ2022084-3	1	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMHBRJ2022085	0	1	0	0	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022087-2	1	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMHBRJ2022088	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022089-1	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022089-2	0	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMHBRJ2022090	0	0	0	0	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022091-2	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022092-1	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022092-2	0	0	0	1	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022093-1	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022093-2	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022093-3	0	0	0	1	0	0	0	0	1	1	R
HenanCDC_SMHBRJ2022093-4	0	1	0	1	0	0	0	0	0	1	R
HenanCDC_SMHBRJ2022094-1	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022094-2	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022095	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022096-1	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022097	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022098-1	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022098-2	0	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMHBRJ2022099-1	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022099-2	1	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMHBRJ2022101	0	0	0	0	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022102-1	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022102-2	0	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMHBRJ2022102-3	0	1	0	1	0	0	1	0	0	1	R
HenanCDC_SMHBRJ2022102-4	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022103	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022104	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022105-1	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022105-2	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022105-3	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022106	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022107-1	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022107-2	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022108-1	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022110	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022111-1	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022111-2	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022112-1	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022112-2	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022114-1	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022114-2	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022114-3	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022115-1	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022115-2	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022120	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022121	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022122	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022123	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022124	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022126	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022128-1	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022128-2	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022129-1	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022129-3	0	0	0	0	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022130	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022131	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022132-1	0	0	0	0	0	1	0	0	0	0	R
HenanCDC_SMHBRJ2022132-2	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022132-3	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022134-1	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022134-2	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022134-3	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022135-1	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022135-2	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022136-2	0	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMHBRJ2022137-1	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022137-2	1	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMHBRJ2022137-3	0	1	0	1	0	0	1	0	1	1	R
HenanCDC_SMHBRJ2022137-4	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022138	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022139	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022140	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022142-1	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022142-2	0	1	0	1	0	0	1	0	0	1	R
HenanCDC_SMHBRJ2022142-3	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022142-4	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022143	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022145	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMHBRJ2022147	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMHBRJ2022153	0	0	0	0	1	0	0	0	0	0	R
HenanCDC_SMHBS2022003-2	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMJY2022002	0	1	0	1	1	1	0	0	0	1	R
HenanCDC_SMJZ2022002	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMJZ2022003	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMJZ2022004	1	0	1	1	0	1	0	0	0	0	R
HenanCDC_SMJZ2022005	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMJZ2022013	0	0	1	0	0	0	0	0	0	0	R
HenanCDC_SMJZ2022014	1	0	0	1	1	0	0	0	0	1	R
HenanCDC_SMJZ2022015	0	0	1	1	1	1	0	0	0	0	R
HenanCDC_SMJZ2022020	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMJZ2022032	0	1	0	1	0	1	1	0	0	1	R
HenanCDC_SMJZ2022035	0	0	1	0	0	0	0	0	0	0	R
HenanCDC_SMJZ2022044	0	1	0	1	0	0	0	0	0	1	R
HenanCDC_SMJZ2022045	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMJZ2022046	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMJZ2022049	0	1	0	1	0	0	0	0	0	1	R
HenanCDC_SMJZ2022051	0	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMJZ2022065	0	1	0	1	0	0	0	0	0	1	R
HenanCDC_SMJZ2022068	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMJZ2022069	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMJZ2022071	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMKF2022044	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMKF2022051	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMKF2022052	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMKF2022053	1	1	0	0	1	0	1	0	0	1	R
HenanCDC_SMKF2022062	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMKF2022066	0	0	1	1	0	1	0	0	0	0	R
HenanCDC_SMKF2022087	1	0	1	0	0	1	0	0	0	0	R
HenanCDC_SMKF2022088	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMKF2022090	1	0	1	1	1	1	0	0	0	0	R
HenanCDC_SMKFS2022007-3	0	1	0	1	0	0	1	0	1	1	R
HenanCDC_SMLH2022046	1	0	1	0	0	1	0	0	0	0	R
HenanCDC_SMLH2022048	1	0	1	0	0	1	0	0	0	0	R
HenanCDC_SMLH2022049	1	0	1	0	0	1	0	0	0	0	R
HenanCDC_SMLH2022055	1	0	1	0	0	1	0	0	0	0	R
HenanCDC_SMLH2022065	1	0	0	1	0	0	0	0	0	0	R
HenanCDC_SMLH2022079	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMNY2022006	1	0	1	0	0	0	0	0	0	1	R
HenanCDC_SMNY2022007	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMNY2022037	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMNY2022075	0	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMNYL2022016	0	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMNYS2022009-2	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMPDS2022013	1	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMPDS2022022	1	0	0	1	0	0	0	0	0	0	R
HenanCDC_SMPDS2022025	1	0	0	1	0	0	0	0	0	0	R
HenanCDC_SMPDS2022031	1	0	1	1	1	1	0	0	0	0	R
HenanCDC_SMPDS2022032	0	0	0	0	0	0	0	0	1	1	R
HenanCDC_SMPDS2022070	0	0	0	1	0	1	0	0	0	1	R
HenanCDC_SMPDS2022072	0	0	0	1	0	1	0	0	0	1	R
HenanCDC_SMPDS2022074	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMPDS2022075	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMPDS2022076	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMPDS2022077	0	1	0	1	1	1	0	0	0	0	R
HenanCDC_SMPDS2022079	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMPDS2022080	1	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMPDS2022081	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMPDS2022082	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMPY2022001	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMPY2022003-2	1	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMPY2022004	0	1	0	1	0	0	1	0	0	0	R
HenanCDC_SMPY2022012-1	0	0	0	1	0	1	0	0	0	1	R
HenanCDC_SMPY2022012-2	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMPY2022013	0	0	0	1	0	1	0	0	0	1	R
HenanCDC_SMPY2022014	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMPY2022015-1	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMPY2022016-1	1	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMPY2022016-2	1	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMPY2022018	0	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMPY2022019	0	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMPY2022021	1	0	1	0	1	0	0	0	0	0	R
HenanCDC_SMPY2022022	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMPY2022030-1	1	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMPY2022030-2	0	1	0	0	0	0	0	0	0	0	R
HenanCDC_SMPY2022033-1	0	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMPY2022033-2	1	0	1	0	0	0	0	0	0	0	R
HenanCDC_SMPY2022036	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMPY2022045	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMPY2022046-1	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMPY2022046-2	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMPY2022059	0	0	0	1	0	0	0	0	0	0	R
HenanCDC_SMPY2022063-1	0	1	0	1	0	0	0	0	0	1	R
HenanCDC_SMPY2022064	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMPY2022065	0	1	0	1	0	0	0	0	0	1	R
HenanCDC_SMPY2022066	0	1	0	1	0	0	0	0	0	1	R
HenanCDC_SMPY2022074	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMPYS2022001-4	1	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMSMXL2022014	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMXC2022003	0	0	0	0	1	1	0	0	0	1	R
HenanCDC_SMXC2022005	1	0	1	1	1	1	0	0	0	0	R
HenanCDC_SMXC2022009	1	1	0	0	0	0	0	0	0	0	R
HenanCDC_SMXC2022014	0	1	0	1	0	0	0	0	0	1	R
HenanCDC_SMXC2022043	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMXC2022044	1	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMXC2022047	0	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMXC2022063	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMXC2022064	1	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMXC2022068	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMXCL2022006	1	0	0	1	0	0	0	0	0	0	R
HenanCDC_SMXX2022002	0	1	0	1	0	0	1	0	0	1	R
HenanCDC_SMXX2022009	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMXX2022011	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMXX2022013	0	1	0	1	0	0	0	0	0	1	R
HenanCDC_SMXX2022018	1	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMXX2022050	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMXX2022058	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMXX2022078	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMXX2022087	0	1	0	1	0	0	1	0	0	1	R
HenanCDC_SMXX2022103	0	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMXXS2022005-4	1	0	0	1	0	0	0	0	0	0	R
HenanCDC_SMXXS2022007-3	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMXXS2022007-4	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMXXS2022008-1	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMXXS2022008-2	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMXY2022305	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMXY2022362	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMXYL2022054	1	0	0	1	1	0	0	0	0	1	R
HenanCDC_SMZK2022009	1	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMZK2022019	1	1	0	1	0	0	0	0	0	0	R
HenanCDC_SMZKL2022040	0	1	0	1	0	0	0	0	0	1	R
HenanCDC_SMZKRJ2022036	0	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMZKRJ2022037	1	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMZKRJ2022038	1	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMZKRJ2022040	1	0	0	1	1	0	0	0	0	0	R
HenanCDC_SMZKRJ2022058	1	0	1	1	0	0	0	0	0	1	R
HenanCDC_SMZKRJ2022059	0	0	0	1	0	0	0	0	0	1	R
HenanCDC_SMZKRJ2022063	1	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMZKRJ2022064	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZKRJ2022068	0	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMZKRJ2022070	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZKRJ2022073	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZKRJ2022076	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZKRJ2022081	0	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMZKRJ2022082	0	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMZKRJ2022083	0	0	0	1	1	1	0	1	0	1	R
HenanCDC_SMZKRJ2022099	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZKS2022008	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZMD2022031	1	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMZMD2022032-3	0	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZMD2022034	0	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZZ2022018-2	0	1	0	1	1	0	0	0	0	0	R
HenanCDC_SMZZ2022018-3	0	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZZ2022018-5	0	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZZ2022042	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZZ2022044	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZZ2022051-1	1	0	0	1	1	1	0	0	0	0	R
HenanCDC_SMZZ2022051-2	1	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMZZ2022053-1	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZZ2022053-2	0	0	0	1	0	1	0	0	0	1	R
HenanCDC_SMZZ2022078	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZZ2022081	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZZ2022100-2	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZZ2022102	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZZ2022116	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZZ2022117-1	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZZ2022117-2	1	0	0	1	1	1	0	0	0	1	R
HenanCDC_SMZZ2022118	1	0	0	0	0	0	0	0	0	0	R
HenanCDC_SMZZ2022121	0	1	0	1	1	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0023	1	0	0	1	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0025	0	0	0	1	1	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0027	0	0	0	1	1	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0047	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0132	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0138	1	0	0	0	0	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0139	1	0	0	1	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0141	0	0	0	1	1	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0142	0	1	0	1	1	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0153	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0155	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0157	1	0	0	1	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0159	0	0	0	1	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0160	1	1	0	1	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0161	1	0	0	1	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0410	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0413	1	0	0	0	0	0	0	0	1	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0414	1	0	0	1	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-SP-SM-005	1	0	1	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-SP-SM-007	0	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-SP-SM-008	0	1	0	0	0	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2021-SP-SM-009	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-SP-SM-015	1	0	0	1	1	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-SP-SM-019	1	0	1	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0001	1	0	0	1	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0003	1	0	0	1	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0004	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0005	1	0	0	1	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0006	1	0	0	1	1	0	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0007	0	1	0	1	0	0	1	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0008	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0012	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0013	1	0	0	1	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0014	1	0	0	1	0	0	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0018	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0020	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0021	0	0	0	1	0	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0024	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0025	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0026	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0028	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0029	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0031	0	0	0	0	1	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0032	1	0	0	0	0	0	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0033	0	0	0	1	1	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0034	1	0	1	1	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0036	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0037	0	1	0	1	0	0	1	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0038	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0041	0	0	0	1	0	0	1	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0042	1	0	0	1	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0043	1	0	0	1	0	0	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0044	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0047	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0048	1	0	0	1	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0052	1	0	0	1	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0059	1	0	0	0	0	0	0	0	0	0	R
