	broad-spectrum_class_A_beta-lactamase_TEM-1	aminoglycoside_N-acetyltransferase_AAC(3)-IVa	SMR_family_transporter(WP_000159237.1)	chloramphenicol/florfenicol_efflux_MFS_transporter_FloR	NAD(+)--rifampin_ADP-ribosyltransferase_Arr-2	extended-spectrum_class_A_beta-lactamase_CTX-M-55	oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-1	class_A_beta-lactamase	extended-spectrum_class_A_beta-lactamase_CTX-M-14	sulfonamide-resistant_dihydropteroate_synthase_Sul1	Group
he20S49	0	0	0	0	0	0	0	0	0	0	S
he20S5	0	0	0	0	0	0	0	0	0	0	S
he20S50	0	0	0	0	0	0	0	0	0	0	S
he20S6	0	0	1	0	0	0	0	0	0	0	S
he20S68	0	0	0	0	0	0	0	0	0	0	S
he20S7	0	0	0	0	0	0	0	0	0	0	S
he20S74	0	0	0	0	0	0	0	0	0	0	S
he20S79	0	0	0	0	0	0	0	0	0	0	S
he20S88	0	0	0	0	0	0	0	0	0	0	S
he20S90	0	0	0	0	0	0	0	0	0	0	S
he20S91	0	0	0	0	0	0	0	0	0	0	S
he20S99	0	0	0	0	0	0	0	0	0	0	S
heS12	0	0	1	0	0	0	0	0	0	0	S
heS13	1	0	0	0	0	0	0	0	0	0	S
heS18	0	0	0	0	0	0	0	0	0	0	S
heS22	0	0	0	0	0	0	0	0	0	0	S
heS23	0	0	1	0	0	0	0	0	0	0	S
heS28	0	0	1	0	0	0	0	0	0	0	S
heS3	0	0	1	0	0	0	0	0	0	0	S
heS33	0	0	0	0	0	0	0	0	0	0	S
heS34	0	0	0	0	0	0	0	0	0	0	S
heS35	0	0	0	0	0	0	0	0	0	0	S
heS37	0	0	0	1	0	0	0	0	0	0	S
heS43	1	0	0	0	0	0	0	0	0	0	S
heS51	0	0	0	0	0	0	0	0	0	0	S
heS52	0	0	0	0	0	0	0	0	0	0	S
heS53	0	0	0	0	0	0	0	0	0	0	S
heS55	0	0	0	0	0	0	0	0	0	0	S
heS56	0	0	0	0	0	0	0	0	0	0	S
heS57	0	0	0	0	0	0	0	0	0	0	S
heS58	0	0	0	0	0	0	0	0	0	0	S
heS62	0	0	0	0	0	0	0	0	0	0	S
hl19S12	1	0	0	0	0	0	0	0	0	0	S
hl19S17	0	0	0	0	0	0	0	0	0	0	S
hl19S18	0	0	0	0	0	0	0	0	0	0	S
hl19S19	0	0	0	0	0	0	0	0	0	0	S
hl19S26	0	0	0	0	0	0	0	0	0	0	S
hl19S34	0	0	0	0	0	0	0	0	0	1	S
hl19S36	0	0	0	0	0	0	0	0	0	0	S
hl19S38	0	0	0	0	0	0	0	0	0	0	S
hl19S46	0	0	0	0	0	0	0	0	0	0	S
hl19S47	0	0	0	0	0	0	0	0	0	0	S
hl19S51	0	0	0	1	0	0	0	0	0	1	S
hl19S52	1	0	0	0	0	0	0	0	0	0	S
hl19S53	0	0	1	0	0	0	0	0	0	0	S
hl19S55	0	0	1	0	0	0	0	0	0	0	S
hl19S56	0	0	0	1	0	0	0	0	0	0	S
hl19S57	0	0	0	0	0	0	0	0	0	0	S
hl19S58	0	0	0	0	0	0	0	0	0	0	S
hl19S72	0	0	0	0	0	0	0	0	0	0	S
hl19S73	0	0	0	0	0	0	0	0	0	0	S
hl21S46	0	0	0	0	0	0	0	0	0	0	S
hl21S8	0	0	0	0	0	0	0	0	0	0	S
hlS12	1	0	0	0	0	0	0	0	0	0	S
hlS13	1	0	0	0	0	0	0	0	0	1	S
hlS14	0	0	0	0	0	0	0	0	0	0	S
hlS15	1	0	0	0	0	0	0	0	0	0	S
hlS18	0	0	0	0	0	0	0	0	0	0	S
hlS19	0	0	0	0	0	0	0	0	0	0	S
hlS24	0	0	0	0	0	0	0	0	0	0	S
hlS35	0	0	0	0	0	0	0	0	0	0	S
hlS4	1	0	0	0	0	0	0	0	0	0	S
hlS43	1	0	0	1	0	0	0	0	0	0	S
hlS46	0	0	0	0	0	0	0	0	0	0	S
hlS47	0	0	0	0	0	0	0	0	0	0	S
hlS50	0	0	1	0	0	0	0	0	0	0	S
hlS58	1	0	0	0	0	0	0	0	0	0	S
hlS59	0	0	1	0	0	0	0	0	0	0	S
hlS6	0	0	0	0	0	0	0	0	0	0	S
hlS66	1	0	0	0	0	0	0	0	0	0	S
hlS67	0	0	0	0	0	0	0	0	0	1	S
hlS72	0	0	0	0	0	1	0	0	0	0	S
hn19S107	0	0	0	0	0	0	0	0	0	0	S
hn19S109	0	0	0	0	0	0	0	0	0	0	S
hn19S11	0	0	0	0	0	0	0	0	0	0	S
hn19S113	0	0	0	0	0	0	0	0	0	0	S
hn19S127	0	0	0	0	0	0	0	0	0	0	S
hn19S128	0	0	0	1	0	0	0	0	0	0	S
hn19S130	0	0	0	1	0	0	0	0	0	0	S
hn19S151	0	0	0	0	0	0	0	0	0	0	S
hn19S162	0	1	0	1	0	0	0	0	0	1	S
hn19S178	0	0	0	1	0	0	0	0	0	0	S
hn19S180	0	0	0	0	0	0	0	0	0	0	S
hn19S190	0	0	0	1	0	0	0	0	0	0	S
hn19S20	0	0	0	0	0	0	0	0	0	0	S
hn19S211	0	0	0	0	0	0	0	0	0	0	S
hn19S212	0	0	0	0	0	0	0	0	0	0	S
hn19S213	0	0	0	0	0	0	0	0	0	0	S
hn19S214	0	0	0	0	0	0	0	0	0	0	S
hn19S215	0	0	0	0	0	0	0	0	0	0	S
hn19S217	0	0	0	0	0	0	0	0	0	0	S
hn19S218	0	0	0	0	0	0	0	0	0	0	S
hn19S227	0	0	0	0	0	0	0	0	0	0	S
hn19S228	0	0	0	0	0	0	0	0	0	0	S
hn19S34	0	0	0	0	0	0	0	0	0	0	S
hn19S35	1	0	0	0	0	1	0	0	0	0	S
hn19S49	0	0	0	0	0	0	0	0	0	0	S
hn19S50	0	0	0	0	0	0	0	0	0	0	S
hn19S59	0	0	0	1	0	0	0	0	0	0	S
hn19S61	0	0	0	0	0	0	0	0	0	0	S
hn19S71	0	0	0	0	0	0	0	0	0	0	S
hn19S75	0	0	0	0	0	0	0	0	0	0	S
hn19S82	0	0	0	0	0	0	0	0	0	0	S
hn21S10	0	0	0	0	0	0	0	0	0	0	S
hn21S102	0	0	0	1	0	0	0	0	0	1	S
hn21S124	0	0	0	0	0	0	0	0	0	0	S
hn21S128	0	0	0	0	0	0	0	0	0	0	S
hn21S130	0	0	0	0	0	0	0	0	0	0	S
hn21S141	0	0	1	0	0	0	0	0	0	1	S
hn21S142	0	0	1	0	0	0	0	0	0	1	S
hn21S147	0	0	0	0	0	0	0	0	0	0	S
hn21S150	0	0	0	0	0	0	0	0	0	0	S
hn21S152	0	0	1	0	0	0	0	0	0	0	S
hn21S155	0	0	1	1	0	0	0	0	0	0	S
hn21S165	0	0	0	1	0	0	0	0	0	0	S
hn21S168	0	0	0	0	0	0	0	0	0	1	S
hn21S171	0	0	1	0	0	0	0	0	0	0	S
hn21S177	0	0	0	1	0	0	0	0	0	1	S
hn21S184	0	0	0	0	0	0	0	0	0	0	S
hn21S188	0	0	0	0	0	0	0	0	0	0	S
hn21S20	0	0	0	0	0	0	0	0	0	0	S
hn21S213	0	0	0	0	0	0	0	0	0	0	S
hn21S215	0	0	0	0	0	0	0	0	0	0	S
hn21S235	0	0	0	0	0	0	0	0	0	0	S
hn21S242	0	0	0	0	0	0	0	0	0	0	S
hn21S250	0	0	1	0	0	0	0	0	0	0	S
hn21S258	0	0	0	0	0	0	0	0	0	0	S
hn21S262	0	0	0	0	0	0	0	0	0	0	S
hn21S263	0	0	0	0	0	0	0	0	0	0	S
hn21S266	0	0	0	1	0	0	0	0	0	1	S
hn21S271	0	0	1	1	0	0	0	0	0	0	S
hn21S272	0	0	1	1	0	0	0	0	0	0	S
hn21S28	0	0	0	0	0	0	0	0	0	0	S
hn21S287	0	0	0	0	0	0	0	0	0	0	S
hn21S289	0	0	0	0	0	0	0	0	0	0	S
hn21S290	0	0	0	0	0	0	0	0	0	0	S
hn21S30	0	0	0	0	0	0	0	0	0	0	S
hn21S302	0	0	0	0	0	0	0	0	0	0	S
hn21S304	0	0	0	0	0	0	0	0	0	0	S
hn21S306	0	0	0	0	0	0	0	0	0	0	S
hn21S32	0	0	0	0	0	0	0	0	0	0	S
hn21S40	0	0	0	0	0	0	0	0	0	0	S
hn21S43	0	0	0	0	0	0	0	0	0	0	S
hn21S85	0	0	0	0	0	0	0	0	0	0	S
hn21S90	0	0	0	0	0	0	0	0	0	0	S
hn21S91	0	0	0	1	0	0	0	0	0	0	S
hn21S98	0	0	0	0	0	0	0	0	0	0	S
hn21S99	0	0	0	0	0	0	0	0	0	0	S
hnS106	0	0	0	0	0	0	0	0	0	0	S
hnS114	0	1	0	1	0	0	1	0	0	1	S
hnS12	0	0	0	0	0	0	0	0	0	0	S
hnS121	0	0	0	0	0	0	0	0	0	0	S
hnS124	0	0	0	0	0	0	0	0	0	0	S
hnS127	0	0	0	0	0	0	0	0	0	0	S
hnS130	0	0	0	0	0	0	0	0	0	0	S
hnS14	0	0	0	0	0	0	0	0	0	0	S
hnS164	0	0	0	0	0	0	0	0	0	0	S
hnS167	0	0	0	0	0	0	0	0	0	0	S
hnS175	0	0	0	0	0	0	0	0	0	0	S
hnS18	0	0	1	1	0	0	0	0	0	0	S
hnS182	0	0	0	1	0	0	0	0	0	0	S
hnS19	0	0	1	0	0	0	0	0	0	0	S
hnS190	0	0	0	0	0	0	0	0	0	0	S
hnS194	0	0	0	0	0	0	0	0	0	0	S
hnS195	0	0	0	0	0	0	0	0	0	0	S
hnS196	0	0	0	0	0	0	0	0	0	0	S
hnS198	0	0	0	0	0	0	0	0	0	0	S
hnS200	0	0	0	0	0	0	0	0	0	0	S
hnS201	0	0	0	0	0	0	0	0	0	0	S
hnS202	0	0	0	0	0	0	0	0	0	0	S
hnS203	0	0	0	0	0	0	0	0	0	0	S
hnS205	0	0	0	0	0	0	0	0	0	0	S
hnS206	0	0	0	0	0	0	0	0	0	0	S
hnS207	0	0	0	0	0	0	0	0	0	0	S
hnS209	0	0	0	0	0	0	0	0	0	0	S
hnS212	0	0	0	0	0	0	0	0	0	0	S
hnS213	0	0	0	0	0	0	0	0	0	0	S
hnS214	0	0	0	0	0	0	0	0	0	0	S
hnS215	0	0	0	0	0	0	0	0	0	1	S
hnS216	0	0	0	0	0	0	0	0	0	0	S
hnS220	0	0	0	0	0	0	0	0	0	0	S
hnS223	0	0	0	0	0	0	0	0	0	0	S
hnS224	0	0	0	0	0	0	0	0	0	0	S
hnS225	0	1	0	1	0	0	1	0	0	1	S
hnS226	0	0	0	0	0	0	0	0	0	0	S
hnS228	0	0	1	0	0	0	0	0	0	0	S
hnS24	0	0	1	0	0	0	0	0	0	0	S
hnS25	0	0	1	0	0	0	0	0	0	0	S
hnS26	0	0	1	0	0	0	0	0	0	0	S
hnS33	0	0	0	0	0	0	0	0	0	0	S
hnS4	0	0	0	0	0	0	0	0	0	0	S
hnS41	0	0	0	1	0	0	0	0	0	0	S
hnS45	0	0	0	0	0	0	0	0	0	0	S
hnS5	0	0	0	0	0	0	0	0	0	0	S
hnS50	0	0	0	0	0	0	0	0	0	0	S
hnS52	0	0	0	0	0	0	0	0	0	1	S
hnS53	0	0	0	0	0	0	0	0	0	0	S
hnS56	0	0	0	0	0	0	0	0	0	1	S
hnS57	0	0	0	1	0	0	0	0	0	0	S
hnS59	0	0	0	0	0	0	0	0	0	0	S
hnS6	0	0	0	0	0	0	0	0	0	0	S
hnS60	0	0	0	0	0	0	0	0	0	0	S
hnS61	0	0	0	0	0	0	0	0	0	0	S
hnS62	0	0	0	0	0	0	0	0	0	0	S
hnS63	0	0	0	0	0	0	0	0	0	0	S
hnS66	0	0	0	1	0	0	0	0	0	0	S
hnS68	0	0	0	0	0	0	0	0	0	1	S
hnS7	0	0	0	0	0	0	0	0	0	0	S
hnS70	0	0	0	0	0	0	0	0	0	0	S
hnS73	0	0	0	0	0	0	0	0	0	0	S
hnS76	1	0	0	0	0	0	0	0	0	0	S
hnS77	1	1	0	0	0	0	0	0	1	1	S
hnS79	1	0	1	0	0	0	0	0	0	1	S
hnS8	0	0	0	0	0	0	0	0	0	0	S
hnS80	0	1	0	1	1	0	0	0	0	0	S
hnS82	0	0	0	0	0	0	0	0	0	0	S
hnS86	1	0	0	0	0	1	0	0	0	0	S
hnS87	1	0	0	0	0	0	0	0	0	0	S
hnS88	1	0	0	0	0	0	0	0	0	0	S
hnS97	0	1	0	1	0	0	0	0	0	1	S
jl19S14	0	0	0	0	0	0	0	0	0	0	S
jl19S19	0	0	0	0	0	0	0	0	0	0	S
jl19S29	0	0	1	0	0	0	0	0	0	0	S
jl19S31	0	0	0	0	0	0	0	0	0	0	S
jl19S43	0	0	0	0	0	0	0	0	0	0	S
jl19S44	0	0	0	0	0	0	0	0	0	0	S
jl19S46	0	0	1	0	0	0	0	0	0	0	S
jl19S52	0	0	0	0	0	0	0	0	0	0	S
jl19S54	0	0	0	0	0	0	0	0	0	0	S
jl19S55	0	0	0	0	0	0	0	0	0	0	S
jl19S56	1	0	0	0	0	0	0	0	0	0	S
jl19S65	0	0	0	0	0	0	0	0	0	0	S
jl19S69	0	0	0	0	0	0	0	0	0	0	S
jl19S91	0	0	0	0	0	0	0	0	0	0	S
jl19S92	0	0	0	0	0	0	0	0	0	0	S
jl19S95	0	0	0	0	0	0	0	0	0	0	S
jl19S99	0	0	0	0	0	0	0	0	0	0	S
jl20S16	0	0	0	0	0	0	0	0	0	0	S
jl20S18	0	0	0	0	0	0	0	0	0	0	S
jl20S19	0	0	0	0	0	0	0	0	0	0	S
jl20S2	0	0	0	0	0	0	0	0	0	0	S
jl20S20	0	0	0	0	0	0	0	0	0	0	S
jl20S24	0	0	0	0	0	0	0	0	0	0	S
jl20S37	0	0	0	0	0	0	0	0	0	0	S
jl20S49	0	0	0	0	0	0	0	0	0	0	S
jl20S51	0	0	0	0	0	0	0	0	0	0	S
jl20S55	0	0	0	0	0	0	0	0	0	0	S
jl20S56	0	0	0	0	0	0	0	0	0	0	S
jl20S59	0	0	1	0	0	0	0	0	0	0	S
jl20S66	0	0	0	0	0	0	0	0	0	0	S
jl20S9	0	0	0	0	0	0	0	0	0	0	S
jl21S1	1	0	0	0	0	0	0	0	0	0	S
jl21S10	0	0	0	0	0	0	0	0	0	0	S
jl21S100	0	0	0	1	0	0	0	0	0	1	S
jl21S106	0	0	0	0	0	0	0	0	0	0	S
jl21S108	0	0	0	0	0	0	0	0	0	0	S
jl21S115	1	0	0	0	0	0	0	0	0	1	S
jl21S116	0	0	0	0	0	0	0	0	0	0	S
jl21S118	1	0	0	0	0	0	0	0	0	0	S
jl21S119	0	0	0	0	0	0	0	0	0	0	S
jl21S129	0	0	0	0	0	0	0	0	0	0	S
jl21S13	0	0	0	0	0	0	0	0	0	0	S
jl21S16	0	0	0	0	0	0	0	0	0	0	S
jl21S23	1	0	0	0	0	0	0	0	0	0	S
jl21S41	0	0	0	0	0	0	0	0	0	0	S
jl21S42	0	0	0	0	0	0	0	0	0	0	S
jl21S45	0	0	0	0	0	0	0	0	0	0	S
jl21S6	0	0	0	0	0	0	0	0	0	0	S
jl21S62	0	0	0	0	0	0	0	0	0	0	S
jl21S66	0	0	0	0	0	0	0	0	0	0	S
jl21S69	0	0	0	0	0	0	0	0	0	0	S
jl21S9	0	0	0	0	0	0	0	0	0	0	S
jl21S90	0	0	0	0	0	0	0	0	0	0	S
jl21S92	0	0	0	0	0	0	0	0	0	0	S
jl21S93	0	0	0	0	0	0	0	0	0	0	S
jlS101	0	0	0	0	0	0	0	0	0	0	S
jlS103	0	0	0	0	0	0	0	0	0	0	S
jlS112	0	0	0	0	0	0	0	0	0	0	S
jlS116	0	0	0	0	0	0	0	0	0	1	S
jlS124	0	0	0	0	0	0	0	0	0	0	S
jlS126	0	0	0	0	0	0	0	0	0	0	S
jlS127	0	0	0	0	0	0	0	0	0	0	S
jlS128	0	0	0	0	0	0	0	0	0	0	S
jlS136	0	0	0	0	0	0	0	0	0	0	S
jlS144	0	0	0	0	0	0	0	0	0	0	S
jlS148	0	0	0	0	0	0	0	0	0	1	S
jlS34	0	0	0	0	0	0	0	0	0	0	S
jlS47	0	0	0	0	0	0	0	0	0	0	S
jlS50	0	0	0	1	0	0	0	0	0	0	S
jlS53	0	0	0	1	0	0	0	0	0	0	S
jlS56	0	0	0	0	0	0	0	0	0	0	S
jlS61	0	0	0	1	0	0	0	0	0	0	S
jlS62	0	0	0	0	0	0	0	0	0	0	S
jlS66	0	0	0	0	0	0	0	0	0	0	S
jlS67	0	0	0	0	0	0	0	0	0	0	S
jlS68	0	0	0	0	0	0	0	0	0	1	S
jlS70	0	0	0	0	0	0	0	0	0	0	S
jlS71	0	0	0	0	0	0	0	0	0	0	S
jlS72	0	0	1	0	0	0	0	0	0	0	S
jlS78	0	0	0	0	0	0	0	0	0	0	S
jlS85	0	0	0	0	0	0	0	0	0	1	S
jlS87	0	0	0	0	0	0	0	0	0	0	S
jlS92	0	0	0	0	0	0	0	0	0	0	S
jlS94	0	0	0	0	0	0	0	0	0	0	S
jlS98	0	0	0	0	0	0	0	0	0	0	S
jlS99	0	0	0	0	0	0	0	0	0	0	S
js19S121	0	0	0	0	0	0	0	0	0	0	S
js19S122	0	0	0	0	0	0	0	0	0	0	S
js19S124	0	0	0	0	0	0	0	0	0	0	S
js19S125	0	0	0	1	1	0	1	0	0	0	S
js19S126	0	0	0	0	0	0	0	0	0	0	S
js19S133	0	0	0	0	0	0	0	0	0	0	S
js19S140	0	0	0	0	0	0	0	0	0	0	S
js19S155	0	0	0	0	0	0	0	0	0	0	S
js19S156	0	0	0	0	0	0	0	0	0	0	S
js19S164	0	0	0	0	0	0	0	0	0	0	S
js19S17	0	0	0	0	0	0	0	0	0	0	S
js19S179	0	0	0	1	0	0	0	0	0	0	S
js19S191	0	0	0	0	0	0	0	0	0	0	S
js19S192	0	0	1	0	0	0	0	0	0	0	S
js19S194	0	0	1	0	0	0	0	0	0	0	S
js19S199	0	0	0	0	0	0	0	0	0	0	S
js19S20	1	0	0	0	0	0	0	0	1	0	S
js19S201	0	0	0	0	0	0	0	0	0	0	S
js19S206	0	0	0	0	0	0	0	0	0	0	S
js19S218	0	0	0	0	0	0	0	0	0	0	S
js19S239	0	0	0	0	0	0	0	0	0	0	S
js19S241	0	0	0	0	0	0	0	0	0	0	S
js19S243	0	0	0	0	0	0	0	0	0	0	S
js19S244	0	0	0	0	0	0	0	0	0	0	S
js19S251	0	0	0	0	0	0	0	0	0	0	S
js19S265	0	0	0	0	0	0	0	0	0	0	S
js19S270	0	0	0	0	0	0	0	0	0	0	S
js19S273	1	0	1	1	0	0	0	0	0	1	S
js19S275	0	0	0	0	0	0	0	0	0	0	S
js19S281	0	0	1	0	0	0	0	0	0	0	S
js19S291	0	0	1	0	0	0	0	0	0	0	S
js19S292	0	0	0	0	0	0	0	0	0	0	S
js19S318	0	0	0	0	0	0	0	0	0	0	S
js19S319	0	0	0	0	0	0	0	0	0	0	S
js19S36	1	0	0	1	0	0	0	0	0	1	S
js19S58	0	0	0	0	0	0	0	0	0	0	S
js19S67	0	0	0	0	0	0	0	0	0	0	S
js19S73	0	0	0	0	0	0	0	0	0	0	S
js19S91	0	0	0	0	0	0	0	0	0	0	S
js19S92	0	0	0	0	0	0	0	0	0	0	S
jsS1	0	0	0	0	0	0	0	0	0	0	S
jsS10	0	0	0	0	0	0	0	0	0	0	S
jsS106	0	0	0	0	0	0	0	0	0	1	S
jsS107	0	0	0	0	0	0	0	0	0	0	S
jsS12	0	0	0	1	0	0	0	0	0	0	S
jsS121	0	0	0	0	0	0	0	0	0	0	S
jsS124	0	0	0	0	0	0	0	0	0	0	S
jsS127	0	0	0	0	0	0	0	0	0	0	S
jsS128	0	0	0	0	0	0	0	0	0	0	S
jsS130	0	0	0	0	0	0	0	0	0	0	S
jsS140	0	0	0	0	0	0	0	0	0	0	S
jsS142	0	0	0	0	0	0	0	0	0	0	S
jsS146	0	0	1	0	0	0	0	0	0	0	S
jsS147	0	0	0	1	0	0	0	0	0	1	S
jsS150	0	0	0	0	0	0	0	0	0	0	S
jsS164	0	0	0	0	0	0	0	0	0	0	S
jsS166	0	0	0	0	0	0	0	0	0	0	S
jsS168	0	0	0	0	0	0	0	0	0	0	S
jsS169	0	0	0	0	0	0	0	0	0	0	S
jsS17	0	0	0	0	0	0	0	0	0	0	S
jsS170	0	0	1	0	0	0	0	0	0	0	S
jsS171	0	0	0	0	0	0	0	0	0	0	S
jsS173	0	0	0	0	0	0	0	0	0	0	S
jsS176	0	0	0	0	0	0	0	0	0	0	S
jsS177	0	0	0	0	0	0	0	0	0	0	S
jsS19	0	0	0	0	0	0	0	0	0	0	S
jsS24	0	0	0	0	0	0	0	0	0	0	S
jsS25	0	0	0	0	0	0	0	0	0	0	S
jsS26	0	0	0	0	0	0	0	0	0	0	S
jsS27	0	0	0	0	0	0	0	0	0	0	S
jsS3	0	0	0	0	0	0	0	0	0	0	S
jsS33	0	0	0	0	0	0	0	0	0	0	S
jsS41	0	0	0	0	0	0	0	0	0	0	S
jsS44	0	0	0	0	0	0	0	0	0	0	S
jsS49	0	0	0	1	0	0	0	0	0	0	S
jsS5	0	0	0	0	0	0	0	0	0	0	S
jsS57	0	0	0	0	0	0	0	0	0	0	S
jsS58	0	0	0	0	0	0	0	0	0	0	S
jsS62	0	0	0	0	0	0	0	0	0	0	S
jsS65	0	0	0	0	0	0	0	0	0	0	S
jsS67	0	0	0	0	0	1	0	0	0	0	S
jsS68	0	0	0	0	0	0	0	0	0	0	S
jsS7	0	0	0	0	0	0	0	0	0	0	S
jsS73	0	0	0	0	0	0	0	0	0	0	S
jsS77	0	0	1	0	0	0	0	0	0	0	S
jsS8	0	0	1	1	0	0	0	0	0	0	S
jsS84	0	1	0	1	0	0	1	0	0	1	S
jsS90	0	0	0	0	0	0	0	0	0	0	S
jsS91	0	0	0	0	0	0	0	0	0	0	S
jsS92	0	0	0	0	0	0	0	0	0	0	S
jx15s10	0	0	0	0	0	0	0	0	0	0	S
jx15s13	0	0	0	0	0	0	0	0	0	1	S
jx15s17	0	0	0	0	0	0	0	0	0	1	S
jx15s18	0	0	0	0	0	0	0	0	0	1	S
jx15s19	0	0	0	0	0	0	0	0	0	1	S
jx15s22	0	0	0	0	0	0	0	0	0	0	S
jx15s23	0	0	0	0	0	0	0	0	0	0	S
jx15s24	0	0	0	0	0	0	0	0	0	0	S
jx15s26	0	0	0	0	0	0	0	0	0	0	S
jx15s27	0	0	0	0	0	0	0	0	0	0	S
jx15s39	0	0	0	0	0	0	0	0	0	0	S
jx15s43	0	0	0	0	0	0	0	0	0	0	S
jx15s46	0	0	0	0	0	0	0	0	0	0	S
jx15s48	0	0	0	0	0	0	0	0	0	0	S
jx15s49	0	0	0	0	0	0	0	0	0	0	S
jx15s51	0	0	0	0	0	0	0	0	0	0	S
jx15s52	0	0	0	0	0	0	0	0	0	0	S
jx15s54	0	0	0	0	0	0	0	0	0	0	S
jx15s67	0	0	0	0	0	0	0	0	0	0	S
jx15s7	0	0	0	0	0	0	0	0	0	0	S
jx16s12	0	0	0	0	0	0	0	0	0	0	S
jx16s29	0	0	0	0	0	0	0	0	0	0	S
jx16s32	0	0	0	0	0	0	0	0	0	0	S
jx16s39	0	0	0	0	0	0	0	0	0	0	S
jx17s19	0	0	0	0	0	0	0	0	0	0	S
jx17s47	0	0	0	0	0	0	0	0	0	0	S
jx17s6	0	0	0	0	0	0	0	0	0	0	S
jx17s60	0	0	0	0	0	0	0	0	0	0	S
jx17s62	0	0	0	0	0	0	0	0	0	0	S
jx17s63	0	0	0	0	0	0	0	0	0	0	S
jx17s64	0	0	0	1	0	0	0	0	0	0	S
jx17s67	0	0	0	0	0	0	0	0	0	0	S
jx17s9	0	0	0	0	0	0	0	0	0	0	S
jx18s20	0	0	1	0	0	0	0	0	0	1	S
jx18s24	0	0	0	0	0	0	0	0	0	1	S
jx18s25	0	0	0	0	0	0	0	0	0	0	S
jx18s33	0	0	0	0	0	0	0	0	0	0	S
jx18s35	0	0	0	0	0	0	0	0	0	0	S
jx18s43	0	0	0	0	0	0	0	0	0	0	S
jx18s53	0	0	0	0	0	0	0	0	0	0	S
jx18s63	0	0	0	0	0	0	0	0	0	0	S
jx18s67	0	0	1	0	0	0	0	0	0	0	S
jx18s76	0	0	0	0	0	0	0	0	0	0	S
jx18s78	0	0	0	0	0	0	0	0	0	0	S
jx18s8	0	0	0	0	0	0	0	0	0	0	S
jx18s87	0	0	0	0	0	0	0	0	0	0	S
jx18s96	0	0	0	0	0	0	0	0	0	0	S
jx19S108	0	0	0	1	0	0	0	0	0	0	S
jx19S109	0	0	0	0	0	0	0	0	0	0	S
jx19S110	0	0	0	0	0	0	0	0	0	0	S
jx19S111	0	0	0	0	0	0	0	0	0	0	S
jx19S112	0	0	0	0	0	0	0	0	0	0	S
jx19S113	0	0	0	0	0	0	0	1	0	0	S
jx19S115	0	0	0	0	0	0	0	0	0	0	S
jx19S141	0	0	0	0	0	0	0	0	0	0	S
jx19S146	0	0	1	0	0	0	0	0	0	0	S
jx19S150	0	0	0	1	0	0	0	0	0	0	S
jx19S154	0	0	0	0	0	0	0	0	0	0	S
jx19S155	0	0	0	1	0	0	1	0	0	1	S
jx19S161	0	0	0	0	0	0	0	0	0	0	S
jx19S172	0	0	0	0	0	0	0	0	0	0	S
jx19S179	0	0	0	0	0	0	0	0	0	1	S
jx19S190	0	0	0	0	0	0	0	0	0	0	S
jx19S199	0	0	0	0	0	0	0	0	0	0	S
jx19S25	1	0	0	0	0	0	0	0	0	0	S
jx19S27	1	0	0	1	0	0	0	0	0	0	S
jx19S33	0	0	0	0	0	0	0	0	0	0	S
jx19S34	0	0	0	0	0	0	0	0	0	0	S
jx19S37	0	0	0	0	0	0	0	0	0	0	S
jx19S39	0	0	0	0	0	0	0	0	0	0	S
jx19S45	0	0	0	0	0	0	0	0	0	0	S
jx19S46	0	0	0	0	0	0	0	0	0	0	S
jx19S51	0	0	0	0	0	0	0	0	0	0	S
jx19S58	1	0	0	1	0	0	0	0	0	0	S
jx19S59	0	0	0	0	0	0	0	0	0	0	S
jx19S60	0	0	0	0	0	0	0	0	0	0	S
jx19S61	0	0	0	0	0	0	0	0	0	0	S
jx19S62	0	0	0	0	0	0	0	0	0	0	S
jx19S65	0	0	0	0	0	0	0	0	0	0	S
jx19S67	0	0	0	0	0	0	0	0	0	0	S
jx19S73	0	0	0	0	0	0	0	0	0	0	S
jx19S75	0	0	0	0	0	0	0	0	0	0	S
jx19S83	0	0	0	0	0	0	0	0	0	0	S
jx19S84	0	0	0	0	0	0	0	0	0	0	S
jx19S87	0	0	1	1	0	0	0	0	0	0	S
jx19S93	0	0	0	0	0	0	0	0	0	0	S
jx19S96	0	0	0	0	0	0	0	0	0	0	S
jx19S97	0	0	0	0	0	0	0	0	0	0	S
jx20S102	0	0	0	0	0	0	0	0	0	0	S
jx20S103	0	0	0	0	0	0	0	0	0	0	S
jx20S122	0	0	0	0	0	0	0	0	0	0	S
jx20S123	0	0	0	0	0	0	0	0	0	0	S
jx20S132	0	0	0	0	0	0	0	0	0	0	S
jx20S14	1	0	0	0	0	0	0	0	0	0	S
jx20S155	0	0	0	0	0	0	0	0	0	0	S
jx20S158	0	0	0	0	0	0	0	0	0	0	S
jx20S161	0	0	0	0	0	0	0	0	0	0	S
jx20S162	0	0	0	0	0	0	0	0	0	0	S
jx20S163	0	0	0	0	0	0	0	0	0	0	S
jx20S164	0	0	0	0	0	0	0	0	0	0	S
jx20S169	0	0	0	0	0	0	0	0	0	0	S
jx20S174	0	0	0	1	0	0	0	0	0	1	S
jx20S176	0	0	0	0	0	0	0	0	0	0	S
