	extended-spectrum_class_A_beta-lactamase_CTX-M-55	extended-spectrum_class_A_beta-lactamase_CTX-M-65	extended-spectrum_class_A_beta-lactamase_CTX-M-14	quinolone_resistance_pentapeptide_repeat_protein_QnrB22	class_C_beta-lactamase_CMY-2	macrolide_resistance_MFS_transporter_Mrx(A)	extended-spectrum_class_A_beta-lactamase_CTX-M-123	MBL_fold_metallo-hydrolase(WP_001522969.1)	extended-spectrum_class_A_beta-lactamase_CTX-M-64	sulfonamide-resistant_dihydropteroate_synthase_Sul1	Group
HubeiCDC_HubeiCDC_2021-JB-SM-0027	0	1	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0136	0	0	1	0	0	0	0	0	0	1	R
HubeiCDC_HubeiCDC_2021-JB-SM-0138	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0141	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0142	0	1	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0159	0	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0411	0	0	1	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0413	0	0	1	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-SP-SM-015	1	0	0	0	0	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0007	0	0	0	1	0	0	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0017	0	0	0	0	1	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0021	1	0	0	0	0	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0033	0	1	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0039	1	0	0	0	0	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0053	0	1	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0065	0	0	0	1	0	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0072	0	0	0	0	1	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0073	1	0	0	0	0	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0079	0	1	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0080	0	0	0	1	0	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0081	0	0	0	1	0	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0084	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0094	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0096	1	0	0	0	0	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0097	0	0	0	0	1	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0103	0	0	0	1	0	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0104	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0113	0	1	0	0	0	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0117	0	0	0	0	1	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0118	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0121	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0123	0	0	0	0	0	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0125	1	1	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0126	0	1	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0129	0	0	0	1	0	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0139	0	0	0	0	1	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0149	0	0	0	1	0	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0151	0	0	0	0	1	0	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0158	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0161	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0165	0	1	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0168	0	1	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0170	1	0	0	0	0	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0173	0	0	0	0	1	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0177	0	1	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0185	0	0	0	0	1	0	0	1	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0204	0	0	0	0	0	0	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0218	0	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0226	0	0	0	0	1	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0230	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0233	1	0	0	0	0	0	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0237	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0245	0	0	0	0	0	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0246	0	0	0	0	1	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0250	0	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0258	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0273	0	1	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0291	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0302	0	0	0	0	1	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0305	0	0	0	1	0	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0307	1	0	0	0	0	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0309	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0311	0	0	1	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0317	0	0	0	1	0	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0328	1	0	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0330	0	0	0	0	1	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0337	0	0	0	0	1	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0341	0	0	0	0	1	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0351	0	1	0	0	0	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0358	0	1	0	0	0	0	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0359	0	0	0	1	0	1	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0365	0	0	0	0	1	0	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0378	0	0	0	0	1	1	0	0	0	1	R
HunanCDC_SM2021026	1	0	0	0	0	1	0	0	0	1	R
HunanCDC_SM2021068	1	0	0	0	0	1	0	0	0	1	R
JiangxiCDC_JX079101-2017-00029	0	0	1	0	0	0	0	0	0	1	R
JiangxiCDC_SM-AF-2022-297	0	0	0	0	0	0	0	0	0	0	R
JiangxiCDC_SM-AF-2022-299F	1	0	0	0	0	1	0	0	0	1	R
JiangxiCDC_SM-DHQ-2021-209	1	0	0	0	0	0	0	0	0	0	R
JiangxiCDC_SM-FX-2020-182F	0	1	0	0	0	0	0	0	0	0	R
JiangxiCDC_SM-FX-2020-92F	1	0	0	0	0	1	0	0	0	1	R
JiangxiCDC_SM-FZ-2021-111	1	0	0	0	0	0	0	0	0	0	R
JiangxiCDC_SM-FZ-2021-114	1	0	0	0	0	0	0	0	0	0	R
JiangxiCDC_SM-FZ-2022-194	1	0	0	0	0	0	0	0	0	0	R
JiangxiCDC_SM-FZ-2022-195	1	0	0	0	0	0	0	0	0	0	R
JiangxiCDC_SM-FZ-2022-202	1	0	0	0	0	0	0	0	0	0	R
JiangxiCDC_SM-GZ-2022-114	0	0	0	1	0	0	0	0	0	1	R
JiangxiCDC_SM-JDZ-2020-37F	0	1	0	0	0	0	0	0	0	0	R
JiangxiCDC_SM-JJ-2022-133	0	0	0	0	0	1	0	0	0	1	R
JiangxiCDC_SM-JJ-2022-265	0	0	0	0	0	0	0	0	0	0	R
JiangxiCDC_SM-JJ-2022-274	1	0	0	0	0	0	0	0	0	0	R
JiangxiCDC_SM-JJ-2022-283	0	1	0	0	0	0	0	0	0	0	R
JiangxiCDC_SM-JJ-2022-81	0	1	0	0	0	0	0	0	0	0	R
JiangxiCDC_SM-JX-2021-191F	0	0	0	0	1	1	0	0	0	1	R
JiangxiCDC_SM-JX-2021-195F	0	0	0	0	1	1	0	0	0	1	R
JiangxiCDC_SM-LA-2020-233F	1	0	0	0	0	1	0	0	0	1	R
JiangxiCDC_SM-LA-2020-234F	1	0	0	0	0	0	0	0	0	0	R
JiangxiCDC_SM-LA-2020-235F	1	0	0	0	0	1	0	0	0	1	R
JiangxiCDC_SM-SR-2021-71	0	0	1	0	0	0	0	0	0	0	R
JiangxiCDC_SM-SR-2022-101	0	0	0	1	0	1	0	0	0	1	R
JiangxiCDC_SM-YC-2021-72	0	0	0	0	1	0	0	0	0	0	R
LiaoningCDC_LN2022SM0002	0	0	1	0	0	0	0	0	0	0	R
LiaoningCDC_LN2022SM0016	1	0	0	0	0	1	0	0	0	1	R
LiaoningCDC_LN2022SM0026	1	0	1	0	0	1	0	0	0	0	R
LiaoningCDC_LN2022SM0028	0	0	0	0	1	0	0	1	0	0	R
LiaoningCDC_LN2022SM0037	0	0	1	0	0	1	0	0	0	1	R
LiaoningCDC_LN2022SM0051	0	0	1	0	0	0	0	0	0	0	R
LiaoningCDC_LN2022SM0056	1	0	0	0	0	1	0	0	0	1	R
LiaoningCDC_LN2022SM0062	1	0	0	0	0	1	0	0	0	0	R
LiaoningCDC_LN2022SM0065	0	0	1	0	0	0	0	0	0	1	R
LiaoningCDC_LN2022SM0073	0	0	1	0	0	0	0	0	0	1	R
LiaoningCDC_LN2022SM0077	0	0	0	0	0	0	0	0	0	0	R
LiaoningCDC_LN2022SM0080	1	0	0	0	0	1	0	0	0	1	R
LiaoningCDC_LN2022SM0082	0	0	0	0	0	1	1	0	0	1	R
LiaoningCDC_LN2022SM0084	0	1	0	0	0	1	0	0	0	1	R
LiaoningCDC_LN2022SM0086	0	1	0	0	0	0	0	0	0	1	R
LiaoningCDC_LN2022SM0089	1	0	0	0	0	0	0	0	0	1	R
LiaoningCDC_LN2022SM0094	0	0	0	0	0	0	0	0	0	0	R
LiaoningCDC_LN2022SM0096	1	0	0	0	0	0	0	0	0	0	R
NingxiaCDC_NingxiaCDC_FY-22-042	1	0	0	0	0	0	0	0	0	0	R
NingxiaCDC_NingxiaCDC_FY-22-045	0	1	0	0	0	0	0	0	0	0	R
NingxiaCDC_NingxiaCDC_FY-22-059	0	0	0	0	1	1	0	0	0	1	R
NingxiaCDC_NingxiaCDC_FY-22-060	0	1	0	0	0	0	0	0	0	0	R
NingxiaCDC_NingxiaCDC_FY-22-077	1	0	0	0	0	0	0	0	0	0	R
NingxiaCDC_NingxiaCDC_FY-22-090	1	0	0	0	0	0	0	0	0	0	R
NingxiaCDC_NingxiaCDC_FY-22-091	0	1	0	0	0	0	0	0	0	0	R
NingxiaCDC_NingxiaCDC_JW640122002	0	0	0	0	1	1	0	0	0	1	R
NingxiaCDC_NingxiaCDC_YFY-22-022	1	0	0	0	0	0	0	0	0	0	R
SC2019030	0	1	0	0	0	0	0	0	0	0	R
SC2019040	0	0	0	1	0	0	0	0	0	1	R
SC2019041	0	0	0	0	1	1	0	0	0	1	R
SC2019042	1	0	0	0	0	1	0	0	0	0	R
SC2019140	1	0	0	0	0	0	0	0	0	0	R
SC2019266	0	0	0	0	0	0	0	0	0	0	R
SC2019288	0	0	0	0	0	1	0	0	0	1	R
SC2019532	1	0	0	0	0	1	0	0	0	1	R
SC2020068	0	1	0	0	0	0	0	0	0	0	R
SC2020098	1	0	0	0	0	0	0	0	0	0	R
SC2020105	0	1	0	0	0	0	0	0	0	0	R
SC2020107	0	1	0	0	0	0	0	0	0	0	R
SC2020108	0	0	0	0	0	0	0	0	0	0	R
SC2020109	0	0	0	0	0	0	0	0	0	0	R
SC2020115	0	1	0	0	0	0	0	0	0	1	R
SM07	1	0	0	0	0	1	0	0	0	0	R
SM19	0	0	0	0	0	0	0	0	0	0	R
SM30	1	0	0	0	0	0	0	0	0	0	R
SM33	1	0	0	0	0	0	0	0	0	0	R
SM34	1	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_37090202-2021-0136-SM	0	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM008	0	0	1	0	0	0	0	0	0	1	R
ShandongCDC_ShandongCDC_F2022SM029	1	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM035	1	0	0	0	0	1	0	0	0	1	R
ShandongCDC_ShandongCDC_F2022SM038	0	0	1	0	0	1	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM053	1	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM062	1	0	0	0	0	0	0	0	0	1	R
ShandongCDC_ShandongCDC_F2022SM067	1	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM072	0	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM081	0	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM083	0	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM085	0	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM086	1	0	0	0	0	1	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM091	0	0	0	1	0	1	0	0	0	1	R
ShandongCDC_ShandongCDC_F2022SM095	0	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM104	0	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM111	0	0	0	0	1	0	0	1	0	0	R
ShandongCDC_ShandongCDC_F2022SM113	1	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM116	0	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM117	0	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM121	0	0	1	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM133	0	0	1	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM137	0	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM139	0	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM142	1	0	0	0	0	1	0	0	0	1	R
ShandongCDC_ShandongCDC_F2022SM144	1	0	0	0	0	0	0	0	0	1	R
ShandongCDC_ShandongCDC_F2022SM147	0	0	1	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM155	0	0	0	0	0	1	0	0	0	1	R
ShandongCDC_ShandongCDC_F2022SM156	1	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM164	0	0	0	0	0	0	0	0	0	1	R
ShandongCDC_ShandongCDC_F2022SM172	0	1	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM176	0	0	1	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM180	0	1	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM185	0	0	1	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM193	0	0	0	0	0	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM197	0	0	0	0	1	0	0	0	0	0	R
ShandongCDC_ShandongCDC_F2022SM200	0	0	0	0	0	0	0	0	0	0	R
Shanxi01CDC_S22019	0	1	0	0	0	1	0	0	0	1	R
Shanxi01CDC_S22020	0	0	0	0	1	1	0	0	0	1	R
Shanxi01CDC_S22028	1	0	0	0	0	1	0	0	0	1	R
Shanxi01CDC_SX22S019	0	0	0	0	0	1	0	0	1	0	R
Shanxi01CDC_SX22S049	1	0	0	0	0	0	0	0	0	0	R
Shanxi01CDC_SX22S104	0	0	0	1	0	0	0	0	0	1	R
Shanxi01CDC_SX22S106	1	0	0	1	0	1	0	0	0	1	R
Shanxi01CDC_SX22S110	0	0	0	0	1	1	0	0	0	1	R
Shanxi01CDC_SX22S156	1	0	0	0	0	0	0	0	0	0	R
Shanxi01CDC_SX22S163	0	1	0	0	0	0	0	0	0	0	R
Shanxi01CDC_SX22S169	0	0	0	1	0	1	0	0	0	1	R
Shanxi01CDC_SX22S177	1	0	0	0	0	0	0	0	0	0	R
Shanxi01CDC_SX22S185	0	0	0	1	0	1	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020001	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020124	0	0	0	0	1	1	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020127	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020133	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020134	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020138	0	1	0	0	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020139	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020154	0	0	0	1	1	1	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020168	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020173	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020197	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020212	0	0	0	0	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020218	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020219	0	1	0	0	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020233	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020239	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020242	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020243	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020247	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020290	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020296	0	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020304	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020315	0	0	0	1	0	1	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020319	0	0	0	0	0	1	1	0	0	1	R
SichuanCDC_SichuanCDC_SC2020320	0	0	0	0	0	1	1	0	0	1	R
SichuanCDC_SichuanCDC_SC2020327	0	0	1	0	0	1	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020332	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020334	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020338	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020340	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020343	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020352	1	0	0	0	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020356	0	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020369	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020374	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020377	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020379	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020386	0	0	1	0	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020391	1	0	0	0	0	1	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020393	0	0	1	0	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020394	0	0	1	0	0	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020408	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020413	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020417	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020433	0	0	0	0	1	1	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020438	0	0	0	0	0	1	0	0	1	0	R
SichuanCDC_SichuanCDC_SC2020439	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020440	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020442	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020444	0	0	1	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020455	0	0	1	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020467	1	0	0	0	0	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020471	0	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020473	0	0	1	0	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020476	0	0	1	0	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020478	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020479	0	1	0	0	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020487	0	0	0	0	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020491	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020502	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020506	0	0	1	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020508	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020512	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020513	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020528	0	0	0	0	1	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020534	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020564	1	0	0	0	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020572	0	0	0	0	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020576	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020601	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020602	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020614	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021BZS001	0	0	1	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021BZS023	0	0	0	0	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021BZS026	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021BZS049	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS006	1	0	0	0	0	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS020	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS024	1	0	0	0	0	1	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021CDS027	0	0	0	0	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS039	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS046	0	0	0	1	0	1	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021CDS048	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS054	0	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS056	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS088	0	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS205	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS207	1	0	0	0	0	0	0	1	0	0	R
SichuanCDC_SichuanCDC_SC2021GYS054	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021LZS042	0	0	0	0	0	1	0	0	1	1	R
SichuanCDC_SichuanCDC_SC2021LZS045	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021LZS214	1	0	0	0	0	1	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021LZS216	1	0	0	0	0	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021LZS217	0	0	0	1	0	1	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021MYS004	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS042	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS069	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS070	0	0	0	0	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS071	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS101	0	0	0	0	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS107	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS112	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS121	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS122	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS126	0	0	0	0	1	1	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021MYS139	1	0	0	0	0	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS142	0	0	0	0	1	1	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021MYS175	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS176	0	0	0	0	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS180	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS188	1	0	0	0	0	1	0	0	0	0	R
